scenario,functional,predicted_Pd_gap_kcal,Pd_signed_error_kcal,set_MAE,set_MSE,set_RMSE,delta_set_MAE,NER_frozen,overall_NER_frozen,TM_NER_frozen,delta_overall_NER_frozen,overall_rank_frozen,NER_exploratory_panel,overall_NER_exploratory_panel,TM_NER_exploratory_panel,overall_rank_exploratory_panel,delta_overall_NER_vs_current_exploratory_panel
PP_composite_inference,CAMB3LYP,17.8300455363,-3.55995446369,3.70875962112,0.132387480741,4.92565555272,-1.60406250891,0.714120289617,3.6457506328,1.81610761152,-0.00225446453436,13,0.981676550381,3.6477035982,1.84583608494,13,-0.000301499127322
PP_composite_inference,CF22D,22.5781673824,1.18816738236,3.40922128373,0.521806335559,4.51760469362,-1.52980204751,0.65644429384,1.2471070115,1.0065197512,-0.00215009355406,3,0.902391346758,1.24890224547,1.03384720153,3,-0.000354859591153
PP_composite_inference,M052X,22.6520902574,1.26209025744,8.28655583717,4.13177964137,9.84867371427,-1.52518186782,1.5955732533,1.93934974604,1.71177375623,-0.00214360002204,6,2.19337956077,1.94371329573,1.77819667928,6,0.00221994966755
PP_composite_inference,M062X,23.8751042143,2.48510421435,6.70914609798,2.27146474669,8.49302574182,-1.44874349551,1.29184359301,1.96896827783,2.25159634201,-0.00203616804949,7,1.77585286465,1.97250119223,2.30537514997,7,0.00149674634203
PP_composite_inference,M08HX,28.5188424322,7.12884243219,4.00335603889,-2.5255667938,4.92349002668,-1.1585098569,0.770844720605,1.99184680905,2.19818102416,-0.00162825287081,8,1.05965367069,1.99395490358,2.23027090751,8,0.000479841655328
PP_composite_inference,MN15,21.26769241,-0.122307590021,5.3535398442,2.53766843751,7.44083599279,-1.60406250891,1.03082211159,2.00761489184,1.0695990083,-0.00225446453436,9,1.41703563009,2.01043396862,1.11251162146,9,0.00056461224306
PP_composite_inference,PBE0,16.6255562238,-4.76444377616,7.14304114971,-4.6223746784,8.57715877485,-1.60406250891,1.37538992431,3.47542780594,1.57588109528,-0.00225446453436,12,1.89070112691,3.47918920158,1.63313789557,12,0.00150693110503
PP_composite_inference,PW6B95,19.2755297995,-2.11447020045,4.19879669825,-1.72080138497,5.64514185556,-1.60406250891,0.808476747084,3.27510246754,1.32926345938,-0.00225446453436,11,1.11138512052,3.27731347757,1.36291994531,11,-4.34545092882e-05
PP_composite_inference,SOGGA11X,19.1952185643,-2.19478143572,3.91146358295,2.12126716553,5.16415339208,-1.60406250891,0.753150862292,4.11260231181,2.00049179033,-0.00225446453436,14,1.03533053347,4.11466201744,2.03184508713,14,-0.000194758905317
PP_composite_inference,r2SCAN0,12.0108313458,-9.37916865421,15.4347927036,-5.38170279883,21.7624779407,-1.60406250891,2.97196361093,2.80941953276,1.62254101974,-0.00225446453436,10,4.08545594889,2.81754721406,1.74626239063,10,0.0058732167646
