Dataset,Datatype,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4
UPU23,Intramolecular Noncovalent,0.7439414966572699,5.318253474414139,3.722309823689784,4.28183371175182,0.9370173648228164,1.989314078633913,1.284012497205768,1.780068607604772,1.12852933034103,4.07790629076432,3.140904290857868,4.432887461811414,2.411688107573969,0.9426322967259868,1.125856871373099,0.916890767404812
AlkIsomer11,Isomerization,0.2529148952088305,24.32821261739683,9.831744277730913,17.49670608632674,0.5619147994793388,0.9586799626968995,1.133793222718473,1.323952883640299,3.949271135962287,17.364352998025,13.44538507589348,17.31947020019787,8.870628121301484,1.299193374630202,4.365188357521111,2.2518562117531
C20C246,Isomerization,0.4589672455028952,5.302972746315699,1.296792926910938,3.270802560431052,1.704014880573601,2.097173620133137,2.760420977168844,2.34062047661674,1.250699141741729,1.382300136508442,2.172383262475796,1.343581197809218,1.56227054436787,0.7322319620929383,0.711161560696104,3.544732944291886
C60ISO7,Isomerization,1.3464548081137755,0.7134684567172496,2.471554096997946,4.785817099705128,2.2776786483059146,4.766532979698189,3.809220706604501,4.123166256993942,1.1508957225541798,1.1019314156596878,1.027203569465313,3.5208169027361618,2.3134483352259467,5.273978583728018,5.96400814412572,16.5371919579094
DIE60,Isomerization,0.4501680749419495,2.499130272168239,1.12503724630625,1.2529539542121,1.161985649858338,0.7681815828593013,1.064218878848397,1.343895108720692,1.427872281209325,2.745339545084903,2.445879087919635,2.020473314724827,2.589239385447164,1.083914888146055,1.202251668868424,0.6500619574008719
EIE22,Isomerization,0.6856976538032602,5.074541089477249,2.148557508773365,2.556463648560417,1.698453729338745,1.28340322246031,1.024445065923911,1.356440815957883,2.279679758753576,4.49278576323814,4.194466231828859,3.292566620546313,4.465964353821872,0.6217270336836167,0.7134405360202957,1.344470077121647
ISO34,Isomerization,0.413383268873005,2.605110731400075,1.383512656672335,1.497990302949811,0.6943245559811577,1.225609723608084,1.420968702902113,1.103786048098516,1.718632867169835,1.893245035460294,1.645866813914669,1.667736953140065,1.597195117530758,0.7060489604381244,1.331564053001445,0.4017850835260443
ISOL23,Isomerization,0.537678889047204,5.404899563570061,2.094816322059618,3.058685452260636,0.9998248992676617,1.519771027088982,1.623530871187372,1.264025149380266,1.515873072975658,2.243833071742418,2.949150862929994,1.997380052107249,1.828603667185506,0.7977113986246874,1.523915383732792,2.104622386211821
ISOMERIZATION20,Isomerization,0.5947355851477742,1.339474859012896,1.373623208228999,1.147145803616293,0.9889584562981589,1.184405654156204,0.8609932158220448,1.154965245864217,1.138727569957579,1.307872763673585,1.025577384523387,1.148893401024414,1.729904588794116,1.16588230734744,0.9709051905282107,1.531352726085237
PArel,Isomerization,0.6513834651754611,1.732364991172683,1.060582738855503,1.074799579768046,1.451297378188479,1.510118599409581,1.42995704987016,1.366193789834524,1.973009058372004,1.799526663106749,1.445840710979295,1.481909306089035,1.833053810130645,0.8733111998623357,0.9242678078717664,0.5478912458190381
